filename,SubmissionYear,source_type,text,D1__expert,D2__expert,D3__expert,D4__expert,D1,D2,D3,D4,D1_flag,D2_flag,D3_flag,D4_flag,D5_flag,D6_flag,D1_rationale,D2_rationale,D3_rationale,D4_rationale,narrative_feedback,element_score_raw,expert_score,fractional_part,score_type,band_center_distance,selection_year,selection_band
Case122_2211.docx,2026,,Placeholder text for scoring.,2,2,1,1,2,2,1,2,,,,,,,"The submission includes a few design ideas with brief descriptions and some dated entries, indicating some iteration. However, the process is partial and overly general, lacking comprehensive exploration or systematic comparison of multiple viable solutions. The design ideas are not fully developed or clearly linked to iterative improvements.","The design solution choice is minimally justified. There is a vague mention of weight concerns affecting the heat sensor base design, but no clear, detailed explanation referencing all or most design requirements. The decision matrix is incomplete and lacks explanation of weighting or criteria prioritization.","The plan of action is very limited. While some criteria scores are listed (e.g., detection, activation speed), there is no clear, structured plan or timeline such as a Gantt chart or detailed steps for testing and replication. The steps for manufacturing are very general and lack sufficient detail to support testing or replication.","The design blueprint includes a rough sketch reference and a basic supply list with costs, but the manufacturing steps are vague and incomplete. There is insufficient detail on dimensions, materials, or assembly instructions to allow someone unfamiliar with the project to build the design reliably.","This submission demonstrates some initial effort in generating design concepts, with multiple dated ideas and brief descriptions indicating an attempt at iteration (D1). However, the process lacks depth and systematic comparison, limiting confidence in the viability of the solutions. The justification for the chosen design is minimal and does not clearly address most design requirements, weakening the rationale for selection (D2).

Key weaknesses lie in the plan of action and design blueprint. The plan lacks a clear, detailed testing strategy or timeline, making it difficult for others to replicate or evaluate the design’s effectiveness (D3). Similarly, the blueprint provides only basic cost and supply information with vague manufacturing steps, lacking the thoroughness needed for clear communication and construction by others (D4).

To improve, the student should develop a more comprehensive and iterative design generation process, including detailed comparisons using a weighted decision matrix. The plan of action should include a clear, step-by-step testing timeline, ideally with a Gantt chart and detailed procedures. Finally, the design blueprint should be expanded with precise sketches, labeled components, material specifications, and detailed assembly instructions to ensure clarity and reproducibility.",,1.5,0.5,half,0,2026,2-Jan
Case123_3203.docx,2026,,Placeholder text for scoring.,3,2,0,3,3,3,2,2,,,,,,,"The submission presents multiple design ideas (candle wax, water bottle sprinkler, alarm) with dates and descriptions, showing an iterative process. However, the process lacks depth in iteration and comprehensive comparison, and the drawings lack detail.","The design solution choice is somewhat explained with reference to some design requirements via a decision matrix, but the justification is limited and lacks clear explanation of weighting or prioritization.","The plan of action is minimal, with only a brief mention of a Gantt chart encouraged but no actual plan or detailed steps provided to support replication or testing.","The design blueprint includes some steps and a supply list with costs, but sketches are missing or not detailed, and manufacturing methods are only briefly outlined, lacking thoroughness and specificity.","This submission demonstrates a reasonable start in design concept generation and selection (D1, D2) by presenting multiple ideas with dates and descriptions, and including a decision matrix to compare options. These elements show an understanding of the need to explore alternatives and make informed choices. However, the iteration process and justification lack depth and clarity, limiting the strength of the design rationale.

Key weaknesses lie in the plan of action (D3) and design blueprint (D4). The absence of a detailed, actionable plan or timeline hinders the ability to replicate or test the design effectively. Additionally, the blueprint lacks detailed sketches, dimensions, and comprehensive manufacturing details, which are essential for clear communication and construction of the prototype.

To improve, the student should develop a more thorough and iterative design process with detailed comparisons and justifications. Creating a clear, step-by-step plan of action with timelines and testing procedures will enhance replicability. Finally, providing detailed, labeled sketches and comprehensive manufacturing instructions will strengthen the design blueprint and facilitate building the prototype.",,2,0,integer,0.5,2026,3-Feb
Case128_2020.pdf,2026,,Placeholder text for scoring.,2,0,2,0,3,3,2,2,,,,,,,"The submission presents three distinct design ideas with dates and descriptions, showing an iterative process of generating solutions. However, the ideas are somewhat general and lack detailed drawings or technical depth. The comparison matrix is included but incomplete and lacks clear weighting justification, limiting defensibility.","The design solution choice is explained with some reference to design requirements such as cost, accuracy, and cleanliness via a decision matrix. However, the justification is partial and lacks clear, explicit reasoning connecting the chosen design to all or most requirements.","The plan of action outlines sequential steps to build and connect components but lacks sufficient detail to support replication or thorough testing. There is no Gantt chart or detailed timeline, and testing procedures or criteria for effectiveness are not clearly described.","The design blueprint includes a basic sketch and a supply list with costs, but the description is general and incomplete. The manufacturing steps are vague, and the sketch lacks labels, dimensions, or detailed specifications necessary for thorough understanding or replication.","This submission demonstrates a solid start in design concept generation and selection (D1, D2) by presenting multiple ideas and attempting a comparison matrix that considers various design requirements. The inclusion of dates and descriptions for each idea shows an iterative approach, which is a strength. However, the ideas themselves are somewhat general and lack detailed drawings or technical specifics, limiting the depth of analysis. The justification for the chosen design is present but only partially developed, with limited explicit connection to all design requirements.

Key weaknesses lie in the plan of action (D3) and design blueprint (D4). The action plan outlines steps but lacks sufficient detail, such as timelines, testing procedures, or criteria for evaluating effectiveness, which are essential for replication and validation. The blueprint provides a basic sketch and supply list but is missing detailed dimensions, labeled components, and thorough manufacturing instructions, making it difficult for others to build the design accurately.

To improve, the team should develop more detailed and labeled design drawings, provide a clear, step-by-step testing plan with measurable criteria, and enhance the decision matrix with explicit weighting and justification. Including a Gantt chart or timeline would also strengthen the plan of action and support project management and replication.",,1,0,integer,0.5,2026,2-Jan
Case131_0000.pdf,2026,,Placeholder text for scoring.,0,0,0,0,2,2,1,1,,,,,,,"The submission shows some attempt at generating design concepts, primarily focusing on a single greenhouse structure solution. There is minimal evidence of multiple alternative solutions or iterative refinement. The process is somewhat general and lacks clear defensible comparisons or iterations.",The chosen design solution is described but lacks a well-developed justification tied explicitly to all or most design requirements. The explanation is vague and does not clearly reference how the solution meets specific requirements or why it was selected over alternatives.,There is no clear or detailed plan of action for testing the design solution. The document mentions future prototype building and testing but provides no structured or repeatable testing plan or methodology.,"The design blueprint is minimally presented. There are no detailed or specific descriptions, labeled diagrams, or thorough attributes of the design solution. The text is sparse and general without sufficient detail to understand the design fully.","This submission demonstrates some initial engagement with design concept generation and selection, particularly through the identification of a greenhouse structure aimed at improving photosynthesis and soil conditions. The inclusion of STEM principles related to environmental safety and material durability shows an understanding of relevant scientific concepts, which is a strength in the early stages of design thinking (D1). However, the process lacks evidence of multiple design alternatives or iterative refinement, limiting the defensibility of the chosen solution. The justification for selecting the design is weak and does not clearly connect to all design requirements, reducing confidence in the solution's viability (D2).

Significant weaknesses are evident in the testing plan and design communication. There is no clear, detailed plan for how the design will be tested or evaluated, which is critical for verifying effectiveness and supporting replication (D3). Additionally, the design blueprint is sparse and lacks specific details or labeled components, making it difficult to visualize or understand the solution fully (D4). To improve, the student should develop multiple design alternatives and document iterative comparisons, provide a thorough justification referencing all key requirements, create a detailed, step-by-step testing plan, and produce comprehensive, labeled design diagrams or descriptions. These steps will strengthen the overall design process and communication.",,0,0,integer,0.5,2026,0-1
Case133_3430.docx,2026,,Placeholder text for scoring.,3,4,3,0,4,4,1,4,,,,,,,"The submission presents three distinct design ideas with dates, descriptions, and drawings including materials and dimensions. The process is iterative and includes comparison using a weighted decision matrix with justified criteria weights, demonstrating a thorough and generally defensible approach.","The chosen design solution (Vibration Dampening Feet) is justified with reference to multiple design requirements such as cost-effectiveness, heat management, and footprint. The decision matrix supports the choice, showing attention to most design requirements.","There is no explicit plan of action or testing procedure described. The document lacks any clear steps or methods for testing the effectiveness of the chosen design, making it insufficient for replication or evaluation.","The design blueprint is generally detailed, including a sketch description with dimensions, materials, and manufacturing steps. Supply list and costs are provided. However, the sketch is described but not fully visible or labeled in the text, and some details could be more thorough.","This submission demonstrates strong design concept generation and selection processes. The team developed multiple design ideas with clear descriptions, drawings, and dates, showing an iterative approach (D1). The use of a weighted decision matrix with justified criteria weights effectively supports the selection of the vibration dampening feet design, addressing key requirements such as noise reduction, cost, and heat management (D2). These aspects reflect thoughtful and systematic design thinking.

However, the submission lacks a clear plan of action or testing methodology, which is critical for validating the design’s effectiveness and enabling replication by others (D3). Without this, it is difficult to assess how the design will perform in practice. Additionally, while the design blueprint is generally detailed with manufacturing steps, materials, and costs, the absence of fully labeled sketches and some missing specifics limit its thoroughness (D4).

To improve, the team should develop and document a detailed testing plan outlining how the design’s performance will be evaluated. Enhancing the blueprint with fully labeled diagrams or CAD models would improve clarity. Including more explicit iteration records and rationale for design changes would also strengthen the documentation. Finally, ensuring all visual elements are clearly integrated and explained will support better communication of the design.",,2.5,0.5,half,0,2026,3-Feb
Case136_4422.docx,2026,,Placeholder text for scoring.,4,4,2,2,4,4,3,3,,,,,,,"The submission presents four distinct design ideas with descriptions, materials, dimensions, and some functional details. The ideas are compared using multiple criteria with ratings and explanations, showing an iterative and generally defensible process. However, the iteration and analysis lack deeper exploration or refinement cycles, preventing a top score.","The chosen design (Option 1) is justified with reference to multiple design requirements such as safety, speed, sanitation, durability, and capacity. The comparison table and explanations demonstrate attention to most design requirements, though the justification could be more comprehensive and explicitly linked to all requirements.","The plan of action outlines a step-by-step manufacturing process over a week with discrete tasks and materials. While it provides a reasonable sequence, it lacks detailed procedural instructions, testing methods, or criteria for evaluating effectiveness, limiting its support for replication and testing by others.","The design blueprint includes a sketch reference, materials, costs, and a basic manufacturing plan. However, the sketch is not included in the text, and the description of the blueprint is somewhat general and lacks thorough detail or labeled components, reducing clarity and completeness.","This submission demonstrates strong design concept generation and selection (D1, D2) through the presentation of four distinct dispenser ideas, each described with materials, dimensions, and functional features. The comparative analysis using multiple criteria with ratings and explanations shows thoughtful consideration of safety, speed, sanitation, durability, and capacity. The justification for the chosen design is clear and addresses most design requirements, reflecting a solid decision-making process.

However, the plan of action (D3) lacks sufficient detail to fully support replication or testing by others. While the manufacturing steps are outlined over a week, the absence of detailed procedures, testing protocols, or success criteria limits its effectiveness. Similarly, the design blueprint (D4) provides some material and cost information but lacks thoroughness and specificity. The referenced sketch is not visible, and the blueprint does not include labeled components or detailed descriptions, which hinders clear communication of the design.

To improve, the team should develop a more detailed testing plan with clear procedures and evaluation criteria to enable effective replication and assessment. Enhancing the design blueprint with labeled, detailed sketches and comprehensive descriptions would improve clarity. Additionally, expanding the justification to explicitly address all design requirements and iterating on design ideas with refinements would strengthen the overall submission.",,3,0,integer,0.5,2026,4-Mar
Case141_2000.docx,2026,,Placeholder text for scoring.,2,0,0,0,3,2,1,3,,,,,,,"The student generated three distinct design ideas with descriptions and some drawings, showing an iterative process. However, the process lacks depth in comparing and refining ideas, and the ideation is somewhat basic without clear evidence of comprehensive or highly defensible iteration.","The design solution choice is not clearly justified with reference to design requirements. Although a decision matrix template is included, it is empty, and no explanation or weighting of criteria is provided, leaving the rationale for the chosen design unclear.","The plan of action includes a basic stepwise manufacturing method but lacks a detailed, structured testing plan or timeline. There is no Gantt chart or detailed sub-tasks to support replication or effectiveness testing by others.","The design blueprint provides a stepwise manufacturing method and a supply list with costs, which is somewhat specific and detailed. However, sketches lack clear labeling, dimensions, and thoroughness, and the blueprint is incomplete for full replication.","This submission demonstrates a reasonable start in design concept generation (D1) by presenting three different ideas with descriptions and sketches, indicating some iteration and exploration of alternatives. However, the process could be strengthened by deeper analysis and refinement of these ideas to better support design viability. The design solution choice (D2) is weakly justified; although a decision matrix is mentioned, it is not completed or explained, leaving the rationale for selecting a particular design unclear.

The plan of action (D3) is underdeveloped, lacking a detailed testing or evaluation plan. Without a clear timeline, task breakdown, or replication instructions, it is difficult to assess how the design’s effectiveness will be verified. The design blueprint (D4) provides some useful manufacturing steps and a supply list with costs, but the sketches are not sufficiently detailed or labeled, limiting their usefulness for building the prototype.

To improve, the student should complete and explain the decision matrix to justify the chosen design clearly, develop a detailed testing plan with timelines and measurable criteria, and enhance the design blueprint with labeled, dimensioned sketches and thorough descriptions. Including a Gantt chart or similar timeline would also strengthen the plan of action and support replication.",,0.5,0.5,half,0,2026,0-1
Case149_5454.pdf,2026,,Placeholder text for scoring.,5,4,5,4,4,3,2,3,,,,,,,"The submission presents three distinct design concepts (Solutions A, B, and C) with descriptions and a weighted criteria comparison table, indicating a thorough and generally iterative process for generating and comparing solutions. The use of weighted criteria and scoring shows a defensible approach, though some aspects of iteration and refinement are not deeply detailed.","The chosen design (a 5-gallon bucket with modifications) is explained with reference to some design requirements such as ease of access, safety, and interaction for the leopard. However, the justification lacks a clear, comprehensive explanation of why this design was selected over the others, and the attention to all design requirements is not fully demonstrated.","The plan of action includes detailed manufacturing steps and materials, which supports construction but lacks any explicit plan for testing, evaluation, or iteration to verify effectiveness or safety. There is no clear description of how the design will be tested or how results will be measured or replicated.","The design blueprint is described with specific details about dimensions, materials, and assembly steps, supported by references to sketches and CAD models. However, the sketches and models are not described in detail, and labeling or thorough explanation of components is limited, making the presentation somewhat specific but not fully thorough.","This submission demonstrates strength in generating multiple design concepts and comparing them using weighted criteria, which reflects a thoughtful and generally iterative design process (D1). The inclusion of three distinct solutions shows creativity and consideration of different approaches to meet the design challenge. The chosen design is described with some reference to design requirements, such as accessibility and safety, indicating an adequate level of justification (D2).

However, the plan of action lacks a clear testing or evaluation strategy, which is critical for verifying the design’s effectiveness and safety (D3). Without a defined testing plan, it is difficult to assess how the design will be validated or improved. Additionally, while the design blueprint includes detailed manufacturing steps and materials, the visual aids are not fully integrated or explained, limiting clarity and thoroughness in communicating the design (D4).

To improve, the team should develop a clear testing plan outlining how the design will be evaluated and iterated. Enhancing the justification by explicitly comparing the chosen design against alternatives with respect to all key requirements would strengthen D2. Finally, providing labeled, detailed diagrams or CAD views with thorough explanations would improve the design blueprint’s clarity and completeness.",,4.5,0.5,half,0,2026,5-Apr
Case151_4552.pdf,2026,,Placeholder text for scoring.,4,5,5,2,4,4,2,3,,,,,,,"The submission presents five distinct design concepts with descriptions and some comparative analysis. The process is thorough and iterative, including a decision matrix to evaluate designs against multiple criteria, indicating a generally defensible approach.","The chosen design ('The Hole In One') is justified with reference to multiple design requirements such as variability, mental stimulation, ease of use, cleaning, and adaptability. The decision matrix supports this choice, demonstrating attention to most design requirements.",The plan of action is primarily a manufacturing method with step-by-step assembly instructions but lacks any clear testing or evaluation plan to assess effectiveness or usability by others. There is no description of how the design will be tested or validated.,"The design blueprint includes a detailed parts list, cost, and manufacturing steps, providing some specificity and detail. However, there are no labeled diagrams or sketches included, and some instructions are somewhat general, limiting thoroughness.","This submission demonstrates strong design concept generation and selection (D1 and D2). The team developed five distinct design ideas, thoughtfully describing each and using a decision matrix to compare them across relevant criteria. The chosen design is well justified with clear attention to key requirements such as safety, cleaning, and mental stimulation, showing a solid understanding of design priorities.

However, the plan of action (D3) lacks a clear testing or evaluation strategy. While the manufacturing steps are detailed, there is no explanation of how the design’s effectiveness or usability will be assessed or how others could replicate testing. Additionally, the design blueprint (D4) provides useful assembly instructions and a parts list but lacks visual aids like labeled diagrams or detailed sketches, which would improve clarity and thoroughness.

To improve, the team should develop a structured testing plan outlining how the design will be evaluated and how results will be measured and replicated. Including labeled diagrams or detailed drawings would enhance communication of the design. Finally, expanding the blueprint details to cover potential maintenance or troubleshooting would strengthen the overall documentation.",,4,0,integer,0.5,2026,5-Apr
Case183_4514.pdf,2026,,Placeholder text for scoring.,4,5,1,4,4,4,1,3,,,,,,,"The student presents four distinct design concepts with descriptions and some details, showing a thorough and generally iterative process. The inclusion of a weighted decision matrix comparing options against design requirements demonstrates a generally defensible approach to selecting a viable design.","The design solution choice is justified through a weighted decision matrix that references multiple design requirements and priorities. The student explains how each option scores against criteria, showing attention to most design requirements, though the justification could be more explicitly tied to final selection.",There is no clear or detailed plan of action for testing or evaluating the design solution's effectiveness. The document lacks any description of how the design will be tested or how results will be measured or replicated.,"The design blueprint includes a step-by-step manufacturing plan and a supply list with costs, which provides some detail. However, sketches are referenced but not described in detail, and the blueprint lacks thoroughness and specificity in presenting attributes of the design solution.","This submission demonstrates strong design concept generation and selection (D1, D2) through the presentation of multiple distinct ideas and a weighted decision matrix that compares options against prioritized design requirements. The student shows a clear understanding of the design criteria and uses a systematic approach to justify the chosen solution, which is a notable strength.

However, the submission lacks a clear plan of action for testing the design (D3). Without a detailed testing strategy, it is difficult to assess how the design’s effectiveness will be evaluated or replicated. Additionally, while the design blueprint (D4) includes manufacturing steps and a supply list, it falls short in providing thorough, specific, and detailed visual or descriptive information about the final design attributes. The sketches are mentioned but not sufficiently explained.

To improve, the student should develop a detailed testing plan outlining how the design will be evaluated and how results will be measured and replicated. Enhancing the design blueprint with labeled, detailed sketches and clearer descriptions of design features would strengthen communication. Finally, explicitly linking the decision matrix results to the final design choice would provide a more robust justification.",,3.5,0.5,half,0,2026,4-Mar
